codigo,precio,zona,barrio_sector,tipo_pisos,baños_familiares,area_bruta,ciudad,numero_niveles,tipo_cocina,parqueaderos,otras_comodidades,alcobas_familiares,estrato,area_total,juegos_infantiles,balcon,zona_ropas,camaras_cctv,cancha_polideportiva,ascensor,cancha_squash,zona_bbq,patio,unidad_cerrada_conjunto,zonas_verdes,aire_acondicionado,jacuzzi,red_de_Gas,turco,porteria_24_7,sauna,calentador_de_agua,terraza,closet_de_linos,biblioteca,parqueadero_visitantes,gimnasio,piscina,salon_social,dispositivos_automatizacion,alarma
Código 1337625  / San Diego,"EN ARRIENDO $4,600,000",Apartamento en Arriendo San Diego Medellin ,San Diego,Ceramica,2,63 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,1 + cuarto útil (),,2,5,63 M2.,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0
Código 1337579  / Loma del Indio,"EN ARRIENDO $4,700,000",Apartamento en Arriendo Loma del Indio Medellin ,Loma del Indio,Porcelanato,2,87 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,1 + cuarto útil (),,2,4,87 M2.,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,0
Código 1337564  / Castropol,"EN ARRIENDO $2,800,000",Apartamento en Arriendo Castropol Medellin ,Castropol,Ceramica,2,70 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,1 (),,2,5,70 M2.,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0
Código 1337549  / Ciudad del Rio,"EN ARRIENDO $4,100,000",Apartamento en Arriendo Ciudad del Rio Medellin ,Ciudad del Rio,Porcelanato,2,57 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,1 (),,1,6,57 M2.,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0
Código 1337537  / San Diego,"EN ARRIENDO $4,200,000",Apartamento en Arriendo San Diego Medellin ,San Diego,Ceramica,2,80 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,1 + cuarto útil (),,3,5,80 M2.,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,0
Código 1337515  / Transv. Intermedia,"EN ARRIENDO $2,900,000",Apartamento en Arriendo Transv. Intermedia Medellin ,Transv. Intermedia,Ceramica,2,54 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,1 + cuarto útil (Cubierto),,1,5,54 M2.,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0
Código 1337514  / El Poblado,"EN ARRIENDO $2,900,000",Apartamento en Arriendo El Poblado Medellin ,El Poblado,Ceramica,2,54 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,1 + cuarto útil (Cubierto),,1,6,54 M2.,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0
Código 1337478  / El Tesoro,"EN ARRIENDO $8,030,000",Apartamento en Arriendo El Tesoro Medellin ,El Tesoro,CeramicaMadera laminada,3 + Baño de servicio,250 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,3 (),,3 + Alcoba de servicio,5,250 M2.,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0
Código 1337437  / Loma de San Julian,"EN ARRIENDO $3,600,000",Apartamento en Arriendo Loma de San Julian Medellin ,Loma de San Julian,Ceramica,2,86 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,IntegralCocina integral abierta con muebles en madres y con barra,1 (),,"3
                                    La habitación principal con Baño y closet, las alcobas auxiliares con closet",6,86 M2.,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0
Código 1337387  / El Poblado,"EN ARRIENDO $5,500,000",Apartamento en Arriendo El Poblado Medellin ,El Poblado,Ceramica,2,90 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,1 (),,2,6,90 M2.,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
Código 1337376  / Los Balsos,"EN ARRIENDO $15,000,000",Apartamento en Arriendo Los Balsos Medellin ,Los Balsos,Ceramica,4,450 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,2 + cuarto útil (),,4,6,450 M2.,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0
Código 1337372  / El Poblado,"EN ARRIENDO $8,000,000",Apartamento en Arriendo El Poblado Medellin ,El Poblado,Ceramica,5,378 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,2 (),,4,5,378 M2.,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
Código 1337351  / Castropol,"EN ARRIENDO $3,300,000",Apartamento en Arriendo Castropol Medellin ,Castropol,Ceramica,2,80 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,1 + cuarto útil (),,2,6,80 M2.,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0
Código 1337348  / Santa Ma. los Angeles,"EN ARRIENDO $13,500,000",Apartamento en Arriendo Santa Ma. los Angeles Medellin ,Santa Ma. los Angeles,Ceramica,4,223 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,0 (),,3,6,223 M2.,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
Código 1337346  / El Campestre,"EN ARRIENDO $10,000,000",Apartamento en Arriendo El Campestre Medellin ,El Campestre,Ceramica,5 + Baño de servicio,180 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,2 (),,3 + Alcoba de servicio,6,180 M2.,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
Código 1337340  / Loma de San Julian,"EN ARRIENDO $2,800,000",Apartamento en Arriendo Loma de San Julian Medellin ,Loma de San Julian,Ceramica,2,70 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,1 + cuarto útil (),,3,5,70 M2.,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0
Código 1337335  / El Poblado,"EN ARRIENDO $6,000,000",Apartamento en Arriendo El Poblado Medellin ,El Poblado,Ceramica,2,100 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,1 (),,2,6,100 M2.,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0
Código 1337270  / Los Balsos,"EN ARRIENDO $3,800,000",Apartamento en Arriendo Los Balsos Medellin ,Los Balsos,Ceramica,2,80 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,1 (),,2,6,80 M2.,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0
Código 1307320  / Las Palmas,"EN ARRIENDO $6,600,000",Apartamento en Arriendo Las Palmas Medellin ,Las Palmas,Madera,3,156 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,2 (),,2,6,156 M2.,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0
Código 1337302  / Castropol,"EN ARRIENDO $6,500,000",Apartamento en Arriendo Castropol Medellin ,Castropol,Ceramica,2,104 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,1 + cuarto útil (),,3,6,104 M2.,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0
Código 1337297  / Las Palmas,"EN ARRIENDO $4,300,000",Apartamento en Arriendo Las Palmas Medellin ,Las Palmas,Ceramica,2,68 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,1 (),,2,6,68 M2.,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0
Código 1337268  / Intercontinental,"EN ARRIENDO $3,400,000",Apartamento en Arriendo Intercontinental Medellin ,Intercontinental,Porcelanato,2,67 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,1 + cuarto útil (),,2,6,67 M2.,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0
Código 1337248  / La Linde,"EN ARRIENDO $5,200,000",Apartamento en Arriendo La Linde Medellin ,La Linde,Ceramica,3,94 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,1 + cuarto útil (),,2,6,94 M2.,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0
Código 1337220  / Los Balsos,"EN ARRIENDO $7,400,000",Apartamento en Arriendo Los Balsos Medellin ,Los Balsos,Ceramica,2,135 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,2 + cuarto útil (),,3,6,135 M2.,1,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0
Código 1337212  / Transv. Superior,"EN ARRIENDO $3,600,000",Apartamento en Arriendo Transv. Superior Medellin ,Transv. Superior,Madera,2,52 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,1 + cuarto útil (),,1,6,52 M2.,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0
Código 1337170  / Castropol,"EN ARRIENDO $3,500,000",Apartamento en Arriendo Castropol Medellin ,Castropol,Ceramica,2,72 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,1 + cuarto útil (),,2,6,72 M2.,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,0
Código 1337163  / Santa Ma. los Angeles,"EN ARRIENDO $5,000,000",Apartamento en Arriendo Santa Ma. los Angeles Medellin ,Santa Ma. los Angeles,Ceramica,3,125 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,2 + cuarto útil (),,3,0,125 M2.,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0
Código 1337162  / El Campestre,"EN ARRIENDO $3,700,000",Apartamento en Arriendo El Campestre Medellin ,El Campestre,Ceramica,2 + Baño de servicio,96 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,1 + cuarto útil (),,3,6,96 M2.,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0
Código 1337159  / San Lucas,"EN ARRIENDO $4,500,000",Apartamento en Arriendo San Lucas Medellin ,San Lucas,Ceramica,2,95 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,2 (),,2,6,95 M2.,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
Código 1337157  / Alejandria,"EN ARRIENDO $4,750,000",Apartamento en Arriendo Alejandria Medellin ,Alejandria,Ceramica,4 + Baño de servicio,115 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,2 (),,3 + Alcoba de servicio,6,115 M2.,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0
Código 1337155  / Ciudad del Rio,"EN ARRIENDO $3,200,000",Apartamento en Arriendo Ciudad del Rio Medellin ,Ciudad del Rio,Ceramica,1,45 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,1 + cuarto útil (),,1,6,45 M2.,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0
Código 1337149  / Alejandria,"EN ARRIENDO $9,000,000",Apartamento en Arriendo Alejandria Medellin ,Alejandria,MaderaMARMOL,4 + Baño de servicio,260 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,2 + cuarto útil (),TIENE JACUZZI Y SAUNA,4 + Alcoba de servicio,6,260 M2.,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0
Código 1337148  / Loma de San Julian,"EN ARRIENDO $5,200,000",Apartamento en Arriendo Loma de San Julian Medellin ,Loma de San Julian,Madera,2,106 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,2 + cuarto útil (),,3,5,106 M2.,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,0
Código 1337146  / Los Balsos,"EN ARRIENDO $3,300,000",Apartamento en Arriendo Los Balsos Medellin ,Los Balsos,Ceramica,2,70 M2. aproximadamente,Medellin Zona 2 - El Poblado,11,Integral,2 + cuarto útil (),,1,0,70 M2.,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0
Código 1337142  / Castropol,"EN ARRIENDO $10,200,000",Apartamento en Arriendo Castropol Medellin ,Castropol,Porcelanato,2,140 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,1 (),,3,6,140 M2.,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0
Código 1337137  / Transv. Superior,"EN ARRIENDO $14,000,000",Apartamento en Arriendo Transv. Superior Medellin ,Transv. Superior,Madera,3,110 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,2 + cuarto útil (),,2,6,110 M2.,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0
Código 1337122  / El Campestre,"EN ARRIENDO $6,200,000",Apartamento en Arriendo El Campestre Medellin ,El Campestre,Ceramica,3,140 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integralalcobas en madera laminada,2 + cuarto útil (),Edificio el campestre,3 + Alcoba de servicio,6,140 M2.,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Código 1337119  / Ciudad del Rio,"EN ARRIENDO $6,000,000",Apartamento en Arriendo Ciudad del Rio Medellin ,Ciudad del Rio,Porcelanato,3,85 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,2 (),,2,6,85 M2.,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0
Código 1337084  / Los Parra,"EN ARRIENDO $3,500,000",Apartamento en Arriendo Los Parra Medellin ,Los Parra,Porcelanato,2,107 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,2 (),,2,6,107 M2.,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
Código 1337077  / El Poblado,"EN ARRIENDO $5,500,000",Apartamento en Arriendo El Poblado Medellin ,El Poblado,Ceramica,2,85 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,2 + cuarto útil (),,2,6,85 M2.,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0
Código 1337028  / Castropol,"EN ARRIENDO $4,500,000",Apartamento en Arriendo Castropol Medellin ,Castropol,Ceramica,2,98 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,1 + cuarto útil (),,3,6,98 M2.,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0
Código 1331194  / Loma Los Gonzalez,"EN ARRIENDO $4,500,000",Apartamento en Arriendo Loma Los Gonzalez Medellin ,Loma Los Gonzalez,Porcelanato,2,70 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,1 + cuarto útil (),,2,6,70 M2.,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0
Código 1336930  / Ciudad del Rio,"EN ARRIENDO $3,800,000",Apartamento en Arriendo Ciudad del Rio Medellin ,Ciudad del Rio,Ceramica,2,75 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,1 (),,2,5,75 M2.,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0
Código 1336927  / Ciudad del Rio,"EN ARRIENDO $3,500,000",Apartamento en Arriendo Ciudad del Rio Medellin ,Ciudad del Rio,Porcelanato,2,78 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,1 + cuarto útil (),,2,6,78 M2.,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0
Código 1336923  / Intercontinental,"EN ARRIENDO $3,500,000",Apartamento en Arriendo Intercontinental Medellin ,Intercontinental,Porcelanato,2,70 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,1 + cuarto útil (),,2,6,70 M2.,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,0
Código 1336896  / Loma de San Julian,"EN ARRIENDO $2,700,000",Apartamento en Arriendo Loma de San Julian Medellin ,Loma de San Julian,Porcelanato,2,74 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,1 + cuarto útil (),,2,6,74 M2.,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0
Código 1336874  / El Poblado,"EN ARRIENDO $3,000,000",Apartamento en Arriendo El Poblado Medellin ,El Poblado,Ceramica,2,54 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,1 + cuarto útil (Cubierto),,1,6,54 M2.,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0
Código 1336847  / Santa Ma. los Angeles,"EN ARRIENDO $5,000,000",Apartamento en Arriendo Santa Ma. los Angeles Medellin ,Santa Ma. los Angeles,Ceramica,2,95 M2. aproximadamente,Medellin Zona 2 - El Poblado,2,Integral,1 (),,2 + Alcoba de servicio,6,95 M2.,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0
Código 1336809  / Loma de San Julian,"EN ARRIENDO $5,000,000",Apartamento en Arriendo Loma de San Julian Medellin ,Loma de San Julian,Porcelanato,2,104 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,2 + cuarto útil (),,3,6,104 M2.,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0
