,codigo,precio,zona,barrio_sector,tipo_pisos,baños_familiares,area_bruta,ciudad,numero_niveles,tipo_cocina,parqueaderos,otras_comodidades,alcobas_familiares,estrato,area_total,juegos_infantiles,balcon,zona_ropas,camaras_cctv,cancha_polideportiva,ascensor,cancha_squash,zona_bbq,patio,unidad_cerrada_conjunto,zonas_verdes,aire_acondicionado,jacuzzi,red_de_Gas,turco,porteria_24_7,sauna,calentador_de_agua,terraza,closet_de_linos,biblioteca,parqueadero_visitantes,gimnasio,piscina,salon_social,dispositivos_automatizacion,alarma
0,Código 1306437  / Intercontinental,"EN ARRIENDO $4,000,000",Apartamento en Arriendo Intercontinental Medellin ,Intercontinental,Porcelanato,2,90 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,2 + cuarto útil (),,3,6,90 M2.,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,0
1,Código 1306392  / Ciudad del Rio,"EN ARRIENDO $2,900,000",Apartamento en Arriendo Ciudad del Rio Medellin ,Ciudad del Rio,Ceramica,1,45 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,1 + cuarto útil (),,1,6,55 M2.,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0
2,Código 1306388  / Ciudad del Rio,"EN ARRIENDO $3,650,000",Apartamento en Arriendo Ciudad del Rio Medellin ,Ciudad del Rio,Ceramicapiso de madera en la habitaciones,2,65 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,1 + cuarto útil (),,2,6,85 M2.,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0
3,Código 1306377  / La Frontera,"EN ARRIENDO $3,300,000",Apartamento en Arriendo La Frontera Medellin ,La Frontera,Ceramica,"2
                                    La habitacion principal cuenta con uno de los baños y vestier",84 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,1 (),"Edificio serranilla 
503
30 años 
Portería 24 hrs 
Parquesito, manga para perros, salón social, parqueadero visitantes.
3 habitaciones 
2 baños 
1 vestier 
2 closets 
1 closet de linos 
Gas por red 
Ascensor 
Admin cuesta 650.000
Predial 2600 anual 
Venta 480 
Arriendo 3300
Balcon 
Buen registro árbol cerca y animales bonitos",3,5,84 M2.,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
4,Código 1306375  / El Campestre,"EN ARRIENDO $7,950,000",Apartamento en Arriendo El Campestre Medellin ,El Campestre,Porcelanato,"5
                                    3 cabinados en vidrio templado",240 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integralabierta con mesón en mármol,3 (lineales),,"3 + Alcoba de servicio
                                    2 closet, 1 vestier",5,240 M2.,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0
5,Código 1306338  / El Tesoro,"EN ARRIENDO $11,000,000",Apartamento en Arriendo El Tesoro Medellin ,El Tesoro,Marmol,"5
                                    CABINADOS EN VIDRIO TEMPLADO",365 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,IntegralABIERTA,3 + cuarto útil (),,"4
                                    CLOSET",6,365 M2.,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0
6,Código 1306325  / Intercontinental,"EN ARRIENDO $4,300,000",Apartamento en Arriendo Intercontinental Medellin ,Intercontinental,Porcelanato,2,90 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,1 (),,2,6,90 M2.,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,0,0
7,Código 1306306  / Las Palmas,"EN ARRIENDO $1,800,000",Apartamento en Arriendo Las Palmas Medellin ,Las Palmas,Ceramica,1,50 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,0 (),,1,5,50 M2.,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
8,Código 1306303  / Loma del Indio,"EN ARRIENDO $3,100,000",Apartamento en Arriendo Loma del Indio Medellin ,Loma del Indio,Porcelanato,2,87 M2. aproximadamente,Medellin Zona 2 - El Poblado,26,Integral,1 + cuarto útil (),,3,4,87 M2.,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0
9,Código 1306293  / Intercontinental,"EN ARRIENDO $3,700,000",Apartamento en Arriendo Intercontinental Medellin ,Intercontinental,Porcelanato,2,74 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,1 + cuarto útil (),,2,6,74 M2.,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0
10,Código 1306274  / Ciudad del Rio,"EN ARRIENDO $3,500,000",Apartamento en Arriendo Ciudad del Rio Medellin ,Ciudad del Rio,Ceramica,2,66 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,1 + cuarto útil (),,2 + Alcoba de servicio,5,66 M2.,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0
11,Código 1306162  / Loma Los Gonzalez,"EN ARRIENDO $4,700,000",Apartamento en Arriendo Loma Los Gonzalez Medellin ,Loma Los Gonzalez,cerámica y madera laminada,3,99 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,1 (doble paralelo),,3 + Alcoba de servicio,5,99 M2.,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0
12,Código 1306160  / San Lucas,"EN ARRIENDO $4,300,000",Apartamento en Arriendo San Lucas Medellin ,San Lucas,Madera laminada,2,75 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,1 + cuarto útil (cubierto),,1,6,75 M2.,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0
13,Código 1306088  / Las Palmas,"EN ARRIENDO $7,500,000",Apartamento en Arriendo Las Palmas Medellin ,Las Palmas,Madera laminada,2,70 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,1 + cuarto útil (),,2,6,70 M2.,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0
14,Código 1306058  / Las Palmas,"EN ARRIENDO $5,600,000",Apartamento en Arriendo Las Palmas Medellin ,Las Palmas,Marmol,2,80 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,1 (),,2,6,80 M2.,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0
15,Código 1306055  / El Tesoro,"EN ARRIENDO $3,500,000",Apartamento en Arriendo El Tesoro Medellin ,El Tesoro,Ceramica,2,90 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,1 + cuarto útil (),,3,6,90 M2.,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0
16,Código 1306028  / Patio Bonito,"EN ARRIENDO $3,500,000",Apartamento en Arriendo Patio Bonito Medellin ,Patio Bonito,Ceramica,3,140 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,1 (CUBIERTO ),,2,5,140 M2.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,Código 1305996  / El Campestre,"EN ARRIENDO $4,000,000",Apartamento en Arriendo El Campestre Medellin ,El Campestre,Marmol,2,110 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integralcon barra,2 + cuarto útil (lineales),,3,6,110 M2.,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0
18,Código 1305955  / El Tesoro,"EN ARRIENDO $11,000,000",Apartamento en Arriendo El Tesoro Medellin ,El Tesoro,Ceramica,5 + Baño de servicio,365 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,3 + cuarto útil (),,3 + Alcoba de servicio,6,365 M2.,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0
19,Código 1305929  / Loma del Indio,"EN ARRIENDO $2,700,000",Apartamento en Arriendo Loma del Indio Medellin ,Loma del Indio,Ceramica,2,75 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,1 (),,3,4,75 M2.,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0
20,Código 1305893  / El Poblado,"EN ARRIENDO $4,800,000",Apartamento en Arriendo El Poblado Medellin ,El Poblado,CeramicaMadera,4,170 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,2 + cuarto útil (),,3,6,170 M2.,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0
21,Código 1305886  / Loma del Indio,"EN ARRIENDO $2,800,000",Apartamento en Arriendo Loma del Indio Medellin ,Loma del Indio,Ceramica,2,61 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,1 (),,2,4,61 M2.,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,0
22,Código 1305876  / Aguacatala,"EN ARRIENDO $4,200,000",Apartamento en Arriendo Aguacatala Medellin ,Aguacatala,Porcelanato,2 + Baño de servicio,120 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,2 + cuarto útil (),,3,6,120 M2.,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,0,0
23,Código 1305803  / San Diego,"EN ARRIENDO $3,500,000",Apartamento en Arriendo San Diego Medellin ,San Diego,Ceramica,2,72 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,1 (),,3,5,72 M2.,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
24,Código 1305780  / Loma del Indio,"EN ARRIENDO $3,500,000",Apartamento en Arriendo Loma del Indio Medellin ,Loma del Indio,Porcelanato,3,91 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,1 + cuarto útil (),,3,5,91 M2.,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0
25,Código 1305774  / El Tesoro,"EN ARRIENDO $10,000,000",Apartamento en Arriendo El Tesoro Medellin ,El Tesoro,Marmol,5,265 M2. aproximadamente,Medellin Zona 2 - El Poblado,0,Integral,3 (),,3,6,"10,000,000 M2.",1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0
26,Código 1305771  / Ciudad del Rio,"EN ARRIENDO $4,200,000",Apartamento en Arriendo Ciudad del Rio Medellin ,Ciudad del Rio,Ceramica,2,90 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,2 + cuarto útil (),,3,5,90 M2.,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0
27,Código 1305765  / Ciudad del Rio,"EN ARRIENDO $3,500,000",Apartamento en Arriendo Ciudad del Rio Medellin ,Ciudad del Rio,Ceramica,2,90 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,1 + cuarto útil (),,3,5,90 M2.,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
28,Código 1305744  / El Tesoro,"EN ARRIENDO $10,000,000",Apartamento en Arriendo El Tesoro Medellin ,El Tesoro,Marmol,4 + Baño de servicio,365 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,3 + cuarto útil (),,3 + Alcoba de servicio,6,365 M2.,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0
29,Código 1305743  / El Tesoro,"EN ARRIENDO $7,500,000",Apartamento en Arriendo El Tesoro Medellin ,El Tesoro,Ceramica,4 + Baño de servicio,200 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,2 (cubiertos),,4 + Alcoba de servicio,0,200 M2.,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0
30,Código 1305715  / Ciudad del Rio,"EN ARRIENDO $4,200,000",Apartamento en Arriendo Ciudad del Rio Medellin ,Ciudad del Rio,Ceramica,2,85 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,1 + cuarto útil (),,3,6,85 M2.,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0
31,Código 1305635  / El Poblado,"EN ARRIENDO $10,000,000",Apartamento en Arriendo El Poblado Medellin ,El Poblado,Marmol,5,365 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,3 (),,3,6,365 M2.,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
32,Código 1305547  / El Tesoro,"EN ARRIENDO $4,000,000",Apartamento en Arriendo El Tesoro Medellin ,El Tesoro,Ceramica,3,102 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,1 (),,2,6,102 M2.,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0
33,Código 1305543  / Loma de San Julian,"EN ARRIENDO $5,600,000",Apartamento en Arriendo Loma de San Julian Medellin ,Loma de San Julian,Madera laminada,2,107 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,1 + cuarto útil (),,3,6,107 M2.,1,1,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0
34,Código 1305513  / Ciudad del Rio,"EN ARRIENDO $2,700,000",Apartamento en Arriendo Ciudad del Rio Medellin ,Ciudad del Rio,Porcelanato,"1
                                    Baño Completo",44.71 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,IntegralAbierta,1 + cuarto útil (),,"1
                                    Alcoba con baño y vestier",6,45 M2.,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0
35,Código 1305410  / Alejandria,"EN ARRIENDO $6,000,000",Apartamento en Arriendo Alejandria Medellin ,Alejandria,Ceramica,2 + Baño de servicio,170 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,1 + cuarto útil (),,3 + Alcoba de servicio,6,170 M2.,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0
36,Código 1305407  / Ciudad del Rio,"EN ARRIENDO $3,500,000",Apartamento en Arriendo Ciudad del Rio Medellin ,Ciudad del Rio,Ceramica,2,90 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,1 + cuarto útil (),,3,5,90 M2.,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
37,Código 1304345  / Oviedo,"EN ARRIENDO $3,800,000",Apartamento en Arriendo Oviedo Medellin ,Oviedo,Ceramica,2,93 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,1 (),,3,6,93 M2.,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0
38,Código 1298676  / La Linde,"EN ARRIENDO $5,400,000",Apartamento en Arriendo La Linde Medellin ,La Linde,Ceramica,3,130 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,2 + cuarto útil (),,2,6,130 M2.,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,0,0
39,Código 1298411  / El Poblado,"EN ARRIENDO $4,000,000",Apartamento en Arriendo El Poblado Medellin ,El Poblado,Ceramica,3 + Baño de servicio,147 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,2 + cuarto útil (),,3 + Alcoba de servicio,6,160 M2.,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0
40,Código 1305325  / San Lucas,"EN ARRIENDO $4,500,000",Apartamento en Arriendo San Lucas Medellin ,San Lucas,Ceramica,4,120 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,1 (),,3,6,120 M2.,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
41,Código 1305288  / Loma del Indio,"EN ARRIENDO $2,300,000",Apartamento en Arriendo Loma del Indio Medellin ,Loma del Indio,Ceramica,2,61 M2. aproximadamente,Medellin Zona 2 - El Poblado,8,Integral,1 (),,2,4,61 M2.,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0
42,Código 1305206  / Aguacatala,"EN ARRIENDO $5,400,000",Apartamento en Arriendo Aguacatala Medellin ,Aguacatala,Marmol,2,85 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,1 + cuarto útil (),,2,6,85 M2.,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0
43,Código 1305201  / Loma del Indio,"EN ARRIENDO $6,200,000",Apartamento en Arriendo Loma del Indio Medellin ,Loma del Indio,Porcelanato,2,80 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,1 (),,2,4,80 M2.,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0
44,Código 1305181  / La Linde,"EN ARRIENDO $9,000,000",Apartamento en Arriendo La Linde Medellin ,La Linde,Marmol,4,211 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,2 + cuarto útil (),,3 + Alcoba de servicio,6,211 M2.,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0
45,Código 1305180  / San Lucas,"EN ARRIENDO $7,000,000",Apartamento en Arriendo San Lucas Medellin ,San Lucas,Ceramica,2,130 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,1 + cuarto útil (),,3,5,130 M2.,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0
46,Código 1305064  / El Poblado,"EN ARRIENDO $10,000,000",Apartamento en Arriendo El Poblado Medellin ,El Poblado,Ceramica,3,150 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,2 (),,3,5,150 M2.,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0
47,Código 1305060  / El Poblado,"EN ARRIENDO $5,500,000",Apartamento en Arriendo El Poblado Medellin ,El Poblado,Ceramica,3,108 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,2 + cuarto útil (),,2,5,108 M2.,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,0
48,Código 1305003  / La Calera,"EN ARRIENDO $11,000,000",Apartamento en Arriendo La Calera Medellin ,La Calera,Ceramica,5 + Baño de servicio,278 M2. aproximadamente,Medellin Zona 2 - El Poblado,3,Integral,3 + cuarto útil (),,3 + Alcoba de servicio,6,278 M2.,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0
49,Código 1302456  / Castropol,"EN ARRIENDO $3,700,000",Apartamento en Arriendo Castropol Medellin ,Castropol,Madera Retal de marmol,2,85 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,1 + cuarto útil (),,"2
                                    el cuarto principal con Bañera, Baño y Vestie",6,85 M2.,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0
50,Código 1296973  / Patio Bonito,"EN ARRIENDO $3,700,000",Apartamento en Arriendo Patio Bonito Medellin ,Patio Bonito,Baldosa comun,3,140 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,IntegralCocina integral independiente con  campana extractora,1 (),,"2
                                    La principal con baño y vestier.",0,140 M2.,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
51,Código 1293834  / Castropol,"EN ARRIENDO $4,300,000",Apartamento en Arriendo Castropol Medellin ,Castropol,Madera laminada,3,105 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,"IntegralCocina integral con barra americana que se integra con la zona social del inmueble.  Horno, campana extractora & Acabados en madera.",2 + cuarto útil (),,"2
                                    2 Habitaciones cada una con baño,  Vestier y Persianas Modernas en sus ventanales.",6,105 M2.,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0
52,Código 1289956  / El Tesoro,"EN ARRIENDO $10,500,000",Apartamento en Arriendo El Tesoro Medellin ,El Tesoro,Ceramica y MaderaMadera en las habitaciones,4,240 M2. aproximadamente,Medellin Zona 2 - El Poblado,2,IntegralCocina en isla y barra americana que conecta al área social del apartamento,4 (),,4,6,240 M2.,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0
53,Código 1304904  / Loma de San Julian,"EN ARRIENDO $2,000,000",Apartamento en Arriendo Loma de San Julian Medellin ,Loma de San Julian,Ceramica,2,60 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,0 (),,2,5,60 M2.,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
54,Código 1304794  / La Frontera,"EN ARRIENDO $3,500,000",Apartamento en Arriendo La Frontera Medellin ,La Frontera,Ceramica,3,80 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,1 + cuarto útil (),,3,6,80 M2.,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0
55,Código 1304728  / Castropol,"EN ARRIENDO $5,500,000",Apartamento en Arriendo Castropol Medellin ,Castropol,Ceramica,"3
                                    2 de ellos privados y cabinados 
1 social",100 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,2 + cuarto útil (),,"2
                                    1 con vestier 
1 con closet",6,100 M2.,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,0
56,Código 1304724  / Loma del Indio,"EN ARRIENDO $4,200,000",Apartamento en Arriendo Loma del Indio Medellin ,Loma del Indio,Porcelanato,3,88 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,2 + cuarto útil (),,3,4,88 M2.,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0
57,Código 1304721  / Manila,"EN ARRIENDO $4,650,000",Apartamento en Arriendo Manila Medellin ,Manila,Madera,2,60 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,1 + cuarto útil (),,3,5,60 M2.,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0
58,Código 1304712  / Ciudad del Rio,"EN ARRIENDO $5,185,000",Apartamento en Arriendo Ciudad del Rio Medellin ,Ciudad del Rio,Porcelanato,2,52 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,1 + cuarto útil (),,1,6,52 M2.,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0
59,Código 1304699  / Loma Los Gonzalez,"EN ARRIENDO $5,700,000",Apartamento en Arriendo Loma Los Gonzalez Medellin ,Loma Los Gonzalez,Porcelanato,3,105 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,2 + cuarto útil (),,3,6,105 M2.,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0
60,Código 1295463  / Los Balsos,"EN ARRIENDO $4,000,000",Apartamento en Arriendo Los Balsos Medellin ,Los Balsos,Ceramica,"2 + Baño de servicio
                                    cabinados",140 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,1 + cuarto útil (),,"3 + Alcoba de servicio
                                    closet",6,140 M2.,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0
61,Código 1285470  / Oviedo,"EN ARRIENDO $3,800,000",Apartamento en Arriendo Oviedo Medellin ,Oviedo,Ceramica,2,93 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,1 (),,3,6,93 M2.,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0
62,Código 1279745  / Castropol,"EN ARRIENDO $5,700,000",Apartamento en Arriendo Castropol Medellin ,Castropol,Ceramica,3 + Baño de servicio,155 M2. aproximadamente,Medellin Zona 2 - El Poblado,2,Integral,1 (),,4 + Alcoba de servicio,5,155 M2.,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0
63,Código 1304381  / Cola del Zorro,"EN ARRIENDO $11,000,000",Apartamento en Arriendo Cola del Zorro Medellin ,Cola del Zorro,Ceramica- MADRERA LAMINADA,4 + Baño de servicio,171 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,1 + cuarto útil (),,3 + Alcoba de servicio,6,171 M2.,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
64,Código 1194475  / Provenza,"EN ARRIENDO $5,000,000",Apartamento en Arriendo Provenza Medellin ,Provenza,Porcelanato,"1
                                    cabinado",42 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,0 (),,"1
                                    closet",6,42 M2.,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0
65,Código 1304359  / El Campestre,"EN ARRIENDO $14,000,000",Apartamento en Arriendo El Campestre Medellin ,El Campestre,Porcelanato,5 + Baño de servicio,262 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,3 + cuarto útil (),,4 + Alcoba de servicio,6,262 M2.,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
66,Código 1304356  / El Tesoro,"EN ARRIENDO $12,000,000",Apartamento en Arriendo El Tesoro Medellin ,El Tesoro,cerámica y madera laminada,3 + Baño de servicio,240 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,3 + cuarto útil (cubiertos),,3 + Alcoba de servicio,5,240 M2.,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
67,Código 1304269  / Loma Los Gonzalez,"EN ARRIENDO $6,000,000",Apartamento en Arriendo Loma Los Gonzalez Medellin ,Loma Los Gonzalez,Ceramica,3,104 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,2 + cuarto útil (),"Sky lounge con chimenea
2 Salas de masajes-cancha de fútbolt en cancha en grama sintética
salón de spinnig
Solárium
Muro para escalar
Lobby de doble altura
Salón de reuniones.",3,6,104 M2.,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1,1,1,0,1,0,0
68,Código 1304248  / El Tesoro,"EN ARRIENDO $10,000,000",Apartamento en Arriendo El Tesoro Medellin ,El Tesoro,Marmol,4 + Baño de servicio,365 M2. aproximadamente,Medellin Zona 2 - El Poblado,1,Integral,3 + cuarto útil (),,3 + Alcoba de servicio,6,365 M2.,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0
