,codigo,precio,zona,barrio_sector,tipo_pisos,baños_familiares,area_bruta,ciudad,numero_niveles,tipo_cocina,parqueaderos,otras_comodidades,alcobas_familiares,estrato,area_total,juegos_infantiles,balcon,zona_ropas,camaras_cctv,cancha_polideportiva,ascensor,cancha_squash,zona_bbq,patio,unidad_cerrada_conjunto,zonas_verdes,aire_acondicionado,jacuzzi,red_de_Gas,turco,porteria_24_7,sauna,calentador_de_agua,terraza,closet_de_linos,biblioteca,parqueadero_visitantes,gimnasio,piscina,salon_social,dispositivos_automatizacion,alarma
10,Código 1305707  / Campo Valdes,"EN ARRIENDO $800,000",Apartamento en Arriendo Campo Valdes Medellin ,Campo Valdes,Ceramica,1,55 M2. aproximadamente,Medellin Zona 1 - Centro,1,Semi-Integral,0 (),,2,3,55 M2.,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
11,Código 1305694  / Manrique,"EN ARRIENDO $900,000",Apartamento en Arriendo Manrique Medellin ,Manrique,Ceramica,1,60 M2. aproximadamente,Medellin Zona 1 - Centro,1,Integral,0 (),,1,3,60 M2.,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12,Código 1305557  / Manrique,"EN ARRIENDO $990,000",Apartamento en Arriendo Manrique Medellin ,Manrique,Ceramica,1,65 M2. aproximadamente,Medellin Zona 1 - Centro,1,Integral,0 (),,1,1,65 M2.,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
13,Código 1305550  / Buenos Aires,"EN ARRIENDO $850,000",Apartamento en Arriendo Buenos Aires Medellin ,Buenos Aires,Ceramica,1,55 M2. aproximadamente,Medellin Zona 1 - Centro,1,Integral,1 (moto),,2,2,55 M2.,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14,Código 1305518  / Bombona,"EN ARRIENDO $6,000,000",Apartamento en Arriendo Bombona Medellin ,Bombona,Baldosa comun,3,312 M2. aproximadamente,Medellin Zona 1 - Centro,1,Sencilla,0 (),,6,4,312 M2.,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15,Código 1305413  / Barrio Caribe,"EN ARRIENDO $1,350,000",Apartamento en Arriendo Barrio Caribe Medellin ,Barrio Caribe,Ceramica,"1
                                    Cabinado",100 M2. aproximadamente,Medellin Zona 1 - Centro,1,Semi-Integral,0 (),,"3
                                    2 Closet",3,100 M2.,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
16,Código 1305403  / Centro,"EN ARRIENDO $920,000",Apartamento en Arriendo Centro Medellin ,Centro,Baldosa comun,1,40 M2. aproximadamente,Medellin Zona 1 - Centro,1,Semi-Integral,0 (),,1,4,40 M2.,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17,Código 1305402  / Manrique,"EN ARRIENDO $1,100,000",Apartamento en Arriendo Manrique Medellin ,Manrique,Baldosa comun,1,40 M2. aproximadamente,Medellin Zona 1 - Centro,1,Integral,0 (),,2,3,40 M2.,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
18,Código 1305317  / Manrique,"EN ARRIENDO $800,000",Apartamento en Arriendo Manrique Medellin ,Manrique,Ceramica,1,60 M2. aproximadamente,Medellin Zona 1 - Centro,1,Sencilla,0 (),,2,3,60 M2.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
19,Código 1305295  / Campo Valdes,"EN ARRIENDO $750,000",Apartamento en Arriendo Campo Valdes Medellin ,Campo Valdes,Ceramica,1,65 M2. aproximadamente,Medellin Zona 1 - Centro,1,Integral,0 (),,1,3,65 M2.,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Código 1305223  / Sevilla,"EN ARRIENDO $1,000,000",Apartamento en Arriendo Sevilla Medellin ,Sevilla,Ceramica,1,45 M2. aproximadamente,Medellin Zona 1 - Centro,1,Integral,0 (),,2,3,45 M2.,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Código 1305222  / Boston,"EN ARRIENDO $500,000",Apartamento en Arriendo Boston Medellin ,Boston,Ceramica,1,20 M2. aproximadamente,Medellin Zona 1 - Centro,1,Integral,0 (),,1,3,20 M2.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Código 1305194  / Boston,"EN ARRIENDO $1,600,000",Apartamento en Arriendo Boston Medellin ,Boston,Ceramica,1,60 M2. aproximadamente,Medellin Zona 1 - Centro,2,Integral,0 (),,1,4,60 M2.,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23,Código 1305148  / Loreto,"EN ARRIENDO $1,550,000",Apartamento en Arriendo Loreto Medellin ,Loreto,Ceramica,"1
                                    Cabinado en vidrio",70 M2. aproximadamente,Medellin Zona 1 - Centro,1,Semi-IntegralCon red de gas,0 (),,"3
                                    Con closet",3,70 M2.,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
24,Código 1305138  / La Milagrosa,"EN ARRIENDO $850,000",Apartamento en Arriendo La Milagrosa Medellin ,La Milagrosa,Ceramica,1,47 M2. aproximadamente,Medellin Zona 1 - Centro,1,Semi-Integral,0 (),,2,3,47 M2.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25,Código 1305106  / Campo Valdes,"EN ARRIENDO $550,000",Apartamento en Arriendo Campo Valdes Medellin ,Campo Valdes,Ceramica,1,50 M2. aproximadamente,Medellin Zona 1 - Centro,1,SencillaCON GABINETES,0 (),,1,3,50 M2.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
26,Código 1305051  / Villa Hermosa,"EN ARRIENDO $2,100,000",Apartamento en Arriendo Villa Hermosa Medellin ,Villa Hermosa,Baldosa comun,2,140 M2. aproximadamente,Medellin Zona 1 - Centro,1,Semi-Integral,0 (),,4,3,140 M2.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,Código 1305028  / Villa Hermosa,"EN ARRIENDO $700,000",Apartamento en Arriendo Villa Hermosa Medellin ,Villa Hermosa,Ceramica,1,20 M2. aproximadamente,Medellin Zona 1 - Centro,1,Integral,0 (),,1,4,20 M2.,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28,Código 1305022  / Pedregal,"EN ARRIENDO $850,000",Apartamento en Arriendo Pedregal Medellin ,Pedregal,Ceramica,1,52 M2. aproximadamente,Medellin Zona 1 - Centro,1,Integral,0 (),,2,0,52 M2.,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
29,Código 1305006  / Florencia,"EN ARRIENDO $800,000",Apartamento en Arriendo Florencia Medellin ,Florencia,Ceramica,1,50 M2. aproximadamente,Medellin Zona 1 - Centro,1,Integral,0 (),,2,3,50 M2.,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
30,Código 1304944  / Aranjuez,"EN ARRIENDO $950,000",Apartamento en Arriendo Aranjuez Medellin ,Aranjuez,Ceramica,1,45 M2. aproximadamente,Medellin Zona 1 - Centro,1,SencillaRed de gas,0 (),,2,2,45 M2.,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
31,Código 1304893  / Castilla,"EN ARRIENDO $1,200,000",Apartamento en Arriendo Castilla Medellin ,Castilla,Baldosa comun,2,65 M2. aproximadamente,Medellin Zona 1 - Centro,1,Integral,0 (),,"3
                                    1 CLOSET",3,65 M2.,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Código 1304888  / Castilla,"EN ARRIENDO $1,600,000",Apartamento en Arriendo Castilla Medellin ,Castilla,Baldosa comun,2,75 M2. aproximadamente,Medellin Zona 1 - Centro,1,Integral,0 (),,3,3,75 M2.,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
33,Código 1304828  / Castilla,"EN ARRIENDO $1,800,000",Apartamento en Arriendo Castilla Medellin ,Castilla,Baldosa comun,2,115 M2. aproximadamente,Medellin Zona 1 - Centro,1,Integral,0 (),,3,3,115 M2.,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
34,Código 1304802  / Castilla,"EN ARRIENDO $1,800,000",Apartamento en Arriendo Castilla Medellin ,Castilla,Baldosa comun,2,115 M2. aproximadamente,Medellin Zona 1 - Centro,1,Integral,0 (),,3,3,115 M2.,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35,Código 1304785  / Prado,"EN ARRIENDO $1,100,000",Apartamento en Arriendo Prado Medellin ,Prado,Ceramica,2,70 M2. aproximadamente,Medellin Zona 1 - Centro,1,Integral,0 (),,3,3,70 M2.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
36,Código 1304783  / Castilla,"EN ARRIENDO $1,800,000",Apartamento en Arriendo Castilla Medellin ,Castilla,Baldosa comun,2,115 M2. aproximadamente,Medellin Zona 1 - Centro,1,Integral,0 (),,3,3,115 M2.,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37,Código 1304727  / Boston,"EN ARRIENDO $1,150,000",Apartamento en Arriendo Boston Medellin ,Boston,Ceramica,1,40 M2. aproximadamente,Medellin Zona 1 - Centro,1,Integral,0 (),,2,3,40 M2.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
38,Código 1304706  / San Pablo,"EN ARRIENDO $600,000",Apartamento en Arriendo San Pablo Medellin ,San Pablo,Ceramica,1,48 M2. aproximadamente,Medellin Zona 1 - Centro,1,Semi-Integral,0 (),,2,2,48 M2.,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Código 1304695  / La Milagrosa,"EN ARRIENDO $800,000",Apartamento en Arriendo La Milagrosa Medellin ,La Milagrosa,Baldosa comun,1,60 M2. aproximadamente,Medellin Zona 1 - Centro,1,Semi-Integral,0 (),,2,3,60 M2.,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
40,Código 1304669  / Encizo,"EN ARRIENDO $950,000",Apartamento en Arriendo Encizo Medellin ,Encizo,Ceramica,"1
                                    BAÑO CON CABINA",100 M2. aproximadamente,Medellin Zona 1 - Centro,1,IntegralCON RED DE GAS,0 (NO TIENE),"MAYORES INFORMES
ASESOR
SERGIO TOBOBN VALENCIA
CELULAR
312   742   31   12
PANORAMA  LAURELES
PBX
604   413  27  27",3,3,100 M2.,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,Código 1304499  / Castilla,"EN ARRIENDO $1,100,000",Apartamento en Arriendo Castilla Medellin ,Castilla,Ceramica,1,60 M2. aproximadamente,Medellin Zona 1 - Centro,402,Sencilla,0 (),,3,3,60 M2.,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
42,Código 1304462  / El Salvador,"EN ARRIENDO $1,800,000",Apartamento en Arriendo El Salvador Medellin ,El Salvador,Ceramica,2,120 M2. aproximadamente,Medellin Zona 1 - Centro,1,Integral,0 (),,4,3,120 M2.,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
43,Código 1304457  / El Salvador,"EN ARRIENDO $1,950,000",Apartamento en Arriendo El Salvador Medellin ,El Salvador,Ceramica,2,120 M2. aproximadamente,Medellin Zona 1 - Centro,1,Integral,1 (),,4,3,120 M2.,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
44,Código 1304378  / Centro,"EN ARRIENDO $3,000,000",Apartamento en Arriendo Centro Medellin ,Centro,Ceramica,3,300 M2. aproximadamente,Medellin Zona 1 - Centro,1,Integral,0 (),,5,4,300 M2.,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0
45,Código 1304371  / La Milagrosa,"EN ARRIENDO $1,000,000",Apartamento en Arriendo La Milagrosa Medellin ,La Milagrosa,Ceramica,2,60 M2. aproximadamente,Medellin Zona 1 - Centro,1,Integral,0 (),,3,3,60 M2.,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
46,Código 1304365  / Buenos Aires,"EN ARRIENDO $1,400,000",Apartamento en Arriendo Buenos Aires Medellin ,Buenos Aires,Ceramica,2,75 M2. aproximadamente,Medellin Zona 1 - Centro,1,Integral,1 (parqueadero privado cubierto),,2,3,75 M2.,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0
47,Código 1304280  / Manrique,"EN ARRIENDO $1,150,000",Apartamento en Arriendo Manrique Medellin ,Manrique,Ceramica,1,100 M2. aproximadamente,Medellin Zona 1 - Centro,1,Semi-Integral,0 (),,2,3,100 M2.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
48,Código 1304224  / Barrio Palmas,"EN ARRIENDO $5,500,000",Apartamento en Arriendo Barrio Palmas Medellin ,Barrio Palmas,Ceramica,2,211 M2. aproximadamente,Medellin Zona 1 - Centro,1,Integral,1 + cuarto útil (),,6,3,211 M2.,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
49,Código 1304196  / Prado,"EN ARRIENDO $6,800,000",Apartamento en Arriendo Prado Medellin ,Prado,Baldosa comun,5,400 M2. aproximadamente,Medellin Zona 1 - Centro,1,Integral,0 (),,7,4,400 M2.,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
50,Código 1304129  / Ciudadela Villa de Bosque,"EN ARRIENDO $1,200,000",Apartamento en Arriendo Ciudadela Villa de Bosque San Antonio de Prado,Ciudadela Villa de Bosque,Ceramica,2,54 M2. aproximadamente,Medellin Zona 1 - Centro,1,Integral,0 (),,3,3,54 M2.,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0
51,Código 1304089  / Santa Cruz,"EN ARRIENDO $600,000",Apartamento en Arriendo Santa Cruz Medellin ,Santa Cruz,Ceramica,2,50 M2. aproximadamente,Medellin Zona 1 - Centro,1,Sencilla,0 (),,2,2,50 M2.,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
52,Código 1304073  / La Candelaria,"EN ARRIENDO $2,000,000",Apartamento en Arriendo La Candelaria Medellin ,La Candelaria,Ceramica,2,65 M2. aproximadamente,Medellin Zona 1 - Centro,1,Semi-Integral,0 (),,3,4,65 M2.,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
53,Código 1304060  / Florencia,"EN ARRIENDO $850,000",Apartamento en Arriendo Florencia Medellin ,Florencia,Baldosa comun,"1
                                    CABINADO",40 M2. aproximadamente,Medellin Zona 1 - Centro,1,Integral,0 (),,"1
                                    CON CLOSET",4,40 M2.,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54,Código 1304058  / La Candelaria,"EN ARRIENDO $900,000",Apartamento en Arriendo La Candelaria Medellin ,La Candelaria,Ceramica,"1
                                    CABINADO",40 M2. aproximadamente,Medellin Zona 1 - Centro,1,Semi-Integral,0 (),,"1
                                    CON CLOSET",4,40 M2.,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
55,Código 1304052  / Castilla,"EN ARRIENDO $1,200,000",Apartamento en Arriendo Castilla Medellin ,Castilla,Baldosa comun,2,65 M2. aproximadamente,Medellin Zona 1 - Centro,1,Integral,0 (),,"3
                                    1 CLOSET",3,65 M2.,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
56,Código 1304037  / Boston,"EN ARRIENDO $2,000,000",Apartamento en Arriendo Boston Medellin ,Boston,Baldosa comun,"2
                                    CABINADOS",120 M2. aproximadamente,Medellin Zona 1 - Centro,1,Integral,1 (GARAJE),,"3
                                    2 CLOSET",3,120 M2.,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
57,Código 1304031  / Prado,"EN ARRIENDO $1,400,000",Apartamento en Arriendo Prado Medellin ,Prado,Ceramica,1,55 M2. aproximadamente,Medellin Zona 1 - Centro,1,Integral,1 (),,2,0,55 M2.,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0
58,Código 1303930  / Centro,"EN ARRIENDO $850,000",Apartamento en Arriendo Centro Medellin ,Centro,Baldosa comun,1,60 M2. aproximadamente,Medellin Zona 1 - Centro,1,Semi-Integral,0 (),,2,3,60 M2.,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,Código 1303737  / Aranjuez,"EN ARRIENDO $1,200,000",Apartamento en Arriendo Aranjuez Medellin ,Aranjuez,Baldosa comun,1,85 M2. aproximadamente,Medellin Zona 1 - Centro,1,Semi-Integral,0 (),,3,3,85 M2.,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
60,Código 1303711  / Villa Hermosa,"EN ARRIENDO $1,350,000",Apartamento en Arriendo Villa Hermosa Medellin ,Villa Hermosa,Ceramica,1 + Baño de servicio,90 M2. aproximadamente,Medellin Zona 1 - Centro,1,Integral,0 (),,2 + Alcoba de servicio,0,90 M2.,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
61,Código 1303694  / Campo Valdes,"EN ARRIENDO $800,000",Apartamento en Arriendo Campo Valdes Medellin ,Campo Valdes,Ceramica,1,70 M2. aproximadamente,Medellin Zona 1 - Centro,1,Sencilla,0 (),,3,3,70 M2.,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
62,Código 1303457  / Villa Hermosa,"EN ARRIENDO $1,000,000",Apartamento en Arriendo Villa Hermosa Medellin ,Villa Hermosa,Ceramica,1,70 M2. aproximadamente,Medellin Zona 1 - Centro,1,Semi-Integral,0 (),,3,3,70 M2.,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
63,Código 1303294  / Moravia,"EN ARRIENDO $750,000",Apartamento en Arriendo Moravia Medellin ,Moravia,Ceramica,1,65 M2. aproximadamente,Medellin Zona 1 - Centro,1,Semi-Integral,0 (),,2,2,65 M2.,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
64,Código 1303083  / Manrique,"EN ARRIENDO $850,000",Apartamento en Arriendo Manrique Medellin ,Manrique,Ceramica,1,60 M2. aproximadamente,Medellin Zona 1 - Centro,1,Integral,0 (),,3,1,60 M2.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,Código 1303079  / Centro,"EN ARRIENDO $1,500,000",Apartamento en Arriendo Centro Medellin ,Centro,granito,2,65 M2. aproximadamente,Medellin Zona 1 - Centro,1,Semi-Integral,1 (moto),,3,4,65 M2.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,Código 1303068  / Centro,"EN ARRIENDO $1,200,000",Apartamento en Arriendo Centro Medellin ,Centro,granito,1,60 M2. aproximadamente,Medellin Zona 1 - Centro,1,Semi-Integral,1 (moto),,2,4,60 M2.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,Código 1302737  / Buenos Aires,"EN ARRIENDO $950,000",Apartamento en Arriendo Buenos Aires Medellin ,Buenos Aires,Ceramica,1,64 M2. aproximadamente,Medellin Zona 1 - Centro,1,Sencilla,0 (),,3,4,64 M2.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
68,Código 1302595  / Buenos Aires,"EN ARRIENDO $950,000",Apartamento en Arriendo Buenos Aires Medellin ,Buenos Aires,Ceramica,1,55 M2. aproximadamente,Medellin Zona 1 - Centro,1,Sencilla,0 + cuarto útil (),,2,3,55 M2.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,Código 1302500  / Aranjuez,"EN ARRIENDO $750,000",Apartamento en Arriendo Aranjuez Medellin ,Aranjuez,Ceramica,1,55 M2. aproximadamente,Medellin Zona 1 - Centro,1,Semi-Integral,0 (),,2,3,55 M2.,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
70,Código 1302447  / Barrio Palmas,"EN ARRIENDO $800,000",Apartamento en Arriendo Barrio Palmas Medellin ,Barrio Palmas,Ceramica,1,15 M2. aproximadamente,Medellin Zona 1 - Centro,1,Sencilla,0 (),,1,3,15 M2.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,Código 1302405  / Villa Hermosa,"EN ARRIENDO $1,350,000",Apartamento en Arriendo Villa Hermosa Medellin ,Villa Hermosa,Ceramica,1 + Baño de servicio,90 M2. aproximadamente,Medellin Zona 1 - Centro,1,Integral,0 (),,2 + Alcoba de servicio,3,90 M2.,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
72,Código 1302337  / 12 de Octubre,"EN ARRIENDO $750,000",Apartamento en Arriendo 12 de Octubre Medellin ,12 de Octubre,Ceramica,1,60 M2. aproximadamente,Medellin Zona 1 - Centro,1,Semi-Integral,0 (),,2,2,60 M2.,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
73,Código 1302044  / Boston,"EN ARRIENDO $2,000,000",Apartamento en Arriendo Boston Medellin ,Boston,Ceramica,2,52 M2. aproximadamente,Medellin Zona 1 - Centro,7,Integral,0 (),,2,4,52 M2.,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
74,Código 1301885  / Manrique,"EN ARRIENDO $900,000",Apartamento en Arriendo Manrique Medellin ,Manrique,PorcelanatoBaldosa de gres en la terraza,"1
                                    cabinado con agua caliente",80 M2. aproximadamente,Medellin Zona 1 - Centro,1,Integralgas natural,0 (),,"2
                                    iluminadas",3,80 M2.,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
